accuracy,performanceScore,totalTime,averageReactionTime,incorrectAnswers,currentDifficulty,recentAvgAccuracy,recentAvgPerformance,trendScore,gamesOnCurrentLevel,recommendation
0.962,77.9,64.0,2.06,0,3,0.841,91.3,0.084,8,upgrade
0.656,49.3,65.6,2.47,4,3,0.806,53.8,-0.076,6,maintain
0.529,73.2,118.6,2.43,11,5,0.668,65.5,-0.007,3,maintain
0.863,80.1,48.3,1.68,4,3,0.865,83.4,0.211,2,maintain
0.907,95.6,50.9,1.54,0,5,0.911,74.5,0.052,3,upgrade
0.423,51.6,103.7,2.66,7,5,0.638,59.8,-0.263,7,downgrade
0.5,55.8,67.4,2.29,4,1,0.742,64.3,0.02,8,maintain
0.491,41.7,146.7,3.77,7,8,0.34,47.2,-0.069,8,downgrade
0.972,90.5,92.0,2.38,0,6,0.926,87.4,0.131,8,upgrade
0.201,39.1,172.7,3.63,9,7,0.406,18.5,-0.289,7,downgrade
0.891,94.9,67.5,1.58,4,1,0.865,95.1,-0.024,7,upgrade
0.257,18.4,164.4,3.87,15,4,0.203,16.0,-0.148,8,downgrade
0.451,23.0,113.8,4.06,9,5,0.376,26.4,-0.034,4,downgrade
0.299,18.2,143.1,4.19,5,6,0.346,26.2,0.012,8,downgrade
0.746,62.3,94.3,2.28,6,1,0.697,47.0,-0.141,6,maintain
0.729,77.0,59.3,1.45,4,2,0.45,79.9,-0.084,10,maintain
0.937,82.8,42.8,1.73,1,6,0.971,84.4,0.13,5,upgrade
0.5,55.6,139.4,3.46,6,5,0.716,79.1,-0.058,3,maintain
0.242,12.1,140.2,4.19,11,7,0.237,32.9,0.056,3,downgrade
0.877,95.9,74.2,1.79,3,6,0.891,90.6,0.056,4,upgrade
0.451,40.1,96.3,2.55,7,2,0.551,55.5,-0.158,8,downgrade
0.615,62.9,74.8,2.08,6,3,0.84,45,-0.119,7,maintain
0.891,65.3,74.0,2.3,3,5,0.865,92.1,-0.354,9,maintain
0.204,44.3,141.0,3.05,10,4,0.217,44.8,-0.198,5,downgrade
0.408,38.4,138.9,3.4,7,8,0.576,34.3,-0.144,4,downgrade
0.434,12.9,137.0,4.04,8,4,0.458,23.0,-0.176,3,downgrade
0.885,83.2,82.9,2.45,0,6,0.867,94.5,0.171,4,upgrade
0.629,66.9,101.5,2.3,8,5,0.84,70.3,-0.136,10,maintain
0.783,63.6,78.6,2.58,8,7,0.74,63.7,0.125,10,maintain
0.815,79.7,71.4,1.85,2,1,0.941,84.7,0.264,4,upgrade
0.23,36.8,155.8,3.41,18,4,0.089,54.2,-0.373,1,downgrade
0.302,37.2,146.4,3.32,19,7,0.328,58.7,-0.191,4,downgrade
0.888,83.5,86.0,1.86,5,6,0.925,79.2,0.111,6,upgrade
0.588,66.0,107.2,2.66,5,4,0.711,79.9,-0.007,1,maintain
0.838,83.9,80.5,2.19,3,2,0.946,90.2,0.123,9,upgrade
0.884,80.4,82.3,2.5,3,6,0.971,79.8,-0.09,10,upgrade
0.209,42.9,123.1,3.1,17,4,0.117,45.0,-0.006,2,downgrade
0.477,18.1,179.8,3.72,10,8,0.637,41.7,-0.28,8,downgrade
0.777,86.3,73.3,2.18,4,5,0.841,91.5,-0.06,6,upgrade
0.226,47.5,102.0,2.63,11,2,0.149,69.8,-0.243,1,downgrade
0.877,80.0,50.7,2.1,2,1,0.53,79.9,0.019,1,maintain
0.862,74.5,73.4,2.08,0,4,0.936,79.9,-0.15,6,maintain
0.876,78.4,89.0,2.31,4,2,0.879,94.0,0.057,5,upgrade
0.921,77.7,37.0,1.84,0,2,0.936,89.6,0.208,4,upgrade
0.951,85.4,97.4,2.31,0,6,0.848,81.9,0.206,9,upgrade
0.722,75.7,88.0,2.35,3,6,0.84,58.1,0.013,7,maintain
0.924,74.8,116.8,3.23,2,8,0.885,87.6,-0.414,5,maintain
0.859,90.2,89.4,2.47,0,6,0.865,95.5,-0.039,4,upgrade
0.961,89.6,70.4,1.78,2,1,0.872,84.6,0.198,4,upgrade
0.344,30.5,118.2,3.01,7,1,0.635,61.3,-0.073,7,maintain
0.318,11.5,141.1,4.54,7,7,0.241,24.1,0.059,4,downgrade
0.76,82.8,91.8,2.28,3,3,0.965,92.2,-0.388,6,maintain
0.659,45.6,76.6,2.8,1,4,0.84,69.1,-0.008,3,maintain
0.303,47.3,143.9,3.35,15,6,0.423,51.0,0.012,3,downgrade
0.5,58.2,116.1,3.18,5,8,0.813,54.2,0.026,1,maintain
0.634,73.9,54.9,1.99,3,1,0.686,51.5,-0.094,3,maintain
0.893,88.3,85.4,1.92,5,5,0.956,83.7,0.127,8,upgrade
0.249,29.1,113.2,3.35,10,3,0.278,10.0,-0.241,6,downgrade
0.199,63.5,151.4,2.95,13,8,0.245,54.8,-0.093,8,downgrade
0.861,71.6,86.8,2.19,1,6,0.934,84.7,-0.034,5,upgrade
0.261,41.6,127.7,3.13,12,4,0.365,51.0,-0.437,7,downgrade
0.961,90.9,82.5,2.11,0,6,0.98,82.3,0.279,8,upgrade
0.696,57.4,75.9,2.14,5,3,0.45,53.5,0.135,1,maintain
0.866,92.5,91.2,1.75,2,7,0.856,88.0,0.117,4,upgrade
0.906,74.8,94.2,2.23,2,7,0.824,88.9,-0.049,5,upgrade
0.908,80.7,60.6,1.99,0,1,0.938,87.2,0.087,3,upgrade
0.995,82.8,89.0,2.19,3,5,0.878,83.0,0.077,7,upgrade
0.848,72.4,73.2,1.9,4,1,0.914,80.7,0.137,2,maintain
0.7,71.4,89.7,2.13,4,4,0.765,56.9,-0.009,9,maintain
0.476,28.8,137.8,3.4,14,2,0.526,29.1,-0.102,7,downgrade
0.862,84.7,87.5,2.17,4,5,0.935,72.5,0.003,7,upgrade
0.448,39.3,133.3,3.12,11,4,0.456,44.4,-0.132,6,downgrade
0.366,5,144.6,3.88,10,3,0.217,51.1,-0.144,5,downgrade
0.813,58.5,84.5,2.94,3,6,0.84,68.2,0.067,6,maintain
0.319,33.7,119.6,3.1,11,2,0.349,40.5,0.043,7,downgrade
0.905,91.2,54.8,1.77,5,4,0.946,96.0,0.056,10,upgrade
0.299,36.3,155.4,3.32,13,8,0.249,45.1,-0.044,8,downgrade
0.195,35.4,124.9,3.34,12,4,0.05,43.7,-0.138,3,downgrade
0.371,44.0,111.4,2.82,10,6,0.391,48.2,-0.018,4,downgrade
0.89,76.5,83.9,2.68,2,7,0.95,86.2,0.108,3,upgrade
0.702,64.9,85.8,3.01,2,7,0.574,74.0,0.032,7,maintain
0.904,68.5,70.6,2.63,1,5,0.722,66.8,-0.102,7,maintain
0.881,77.8,64.2,2.41,0,5,0.948,87.6,0.046,4,upgrade
0.238,28.7,158.8,3.43,15,5,0.097,25.7,-0.112,6,downgrade
0.822,86.0,56.8,2.25,3,3,0.887,93.3,0.103,9,upgrade
0.23,8.4,157.1,4.54,13,5,0.291,10.7,0.072,8,downgrade
0.908,75.4,66.8,2.66,2,7,0.928,76.7,0.028,6,upgrade
0.569,88,64.2,1.83,13,4,0.657,47.8,0.314,7,maintain
1.0,94.0,53.0,1.76,0,3,0.898,90.3,0.159,5,upgrade
0.948,85.6,49.7,2.0,3,1,0.877,92.7,0.079,3,upgrade
0.5,64.4,99.2,2.81,5,5,0.771,70.8,0.121,1,maintain
0.903,77.4,48.3,1.85,1,1,0.974,83.2,-0.027,3,upgrade
0.342,34.4,158.9,3.47,12,8,0.375,30.2,-0.252,3,downgrade
0.759,69.5,98.4,2.7,1,8,0.835,68.3,-0.254,8,maintain
0.555,40.0,85.2,3.05,4,7,0.501,45.8,-0.455,5,downgrade
0.329,30.5,125.6,3.74,10,4,0.515,60.1,0.039,8,downgrade
0.617,68.2,72.3,2.71,5,5,0.621,61.3,-0.007,1,maintain
0.5,56.4,109.7,3.01,10,6,0.717,62.7,0.031,1,maintain
0.345,36.3,131.1,3.58,8,6,0.206,39.0,0.092,5,downgrade
0.577,69.8,111.9,2.57,10,5,0.683,59.6,-0.087,10,maintain
0.278,31.1,145.6,3.42,9,4,0.117,41.1,-0.433,3,downgrade
0.804,53.9,108.7,2.9,1,7,0.779,52.8,0.024,8,maintain
0.787,100,62.5,1.71,3,3,1.0,70.4,0.088,4,upgrade
0.418,10.2,123.9,4.4,9,8,0.419,11.8,-0.133,4,downgrade
0.768,51.0,94.0,2.89,5,4,0.594,56.2,0.159,1,maintain
0.199,35.5,139.2,3.38,12,2,0.237,42.2,0.081,5,downgrade
0.777,50.3,117.6,3.13,0,8,0.548,76.1,0.023,7,maintain
0.526,29.0,134.4,3.2,8,3,0.511,36.2,-0.279,1,downgrade
0.912,97.4,52.1,2.02,2,1,0.922,85.6,0.093,4,upgrade
0.213,18.8,171.3,3.81,17,6,0.234,10.1,-0.299,6,downgrade
0.9,84.8,72.4,2.09,3,4,0.848,93.9,0.014,9,upgrade
0.276,37.5,180,3.52,16,5,0.126,43.5,-0.084,8,downgrade
0.863,90.0,62.1,2.16,2,5,0.858,89.9,0.119,7,upgrade
0.871,70.0,71.4,2.83,3,7,0.965,84.8,0.232,2,maintain
0.836,73.6,92.2,1.99,4,4,0.651,65.2,0.095,2,maintain
0.199,37.2,96.1,3.29,7,3,0.368,41.3,-0.034,3,downgrade
0.343,38.3,110.1,2.81,12,2,0.424,53.4,-0.072,2,downgrade
0.216,18.8,158.7,3.92,18,4,0.21,28.6,0.025,1,downgrade
0.792,77.7,96.8,2.64,6,8,0.504,66.8,-0.15,9,maintain
0.74,63.8,98.1,2.71,3,3,0.594,63.0,0.044,7,maintain
0.921,74.9,64.6,2.27,2,5,0.791,85.8,0.139,3,upgrade
0.946,82.8,54.1,1.79,2,2,0.895,90.9,-0.09,8,upgrade
0.947,94.8,76.9,1.8,6,4,0.964,88.3,-0.006,6,upgrade
0.647,47.8,79.1,2.91,6,3,0.526,61.1,-0.031,1,maintain
0.321,36.2,87.3,3.29,8,4,0.255,39.5,-0.134,8,downgrade
0.283,38.6,150.6,3.45,11,7,0.282,31.2,0.155,3,downgrade
0.853,68.9,100.9,2.64,1,8,0.905,89.5,0.087,2,maintain
0.851,70.9,89.4,2.25,0,6,0.91,92.1,0.063,1,maintain
0.725,86.2,64.0,1.57,5,2,0.935,91.0,-0.256,5,maintain
0.902,81.8,94.4,2.26,3,7,0.945,83.0,-0.015,5,upgrade
0.122,20.0,141.0,3.6,13,2,0.05,43.2,-0.151,6,downgrade
0.866,75.2,71.3,2.36,2,5,0.851,82.6,-0.198,9,maintain
0.266,57.8,100.4,2.39,14,3,0.26,56.9,-0.075,5,downgrade
0.234,36.3,143.0,3.06,14,4,0.179,29.6,-0.033,3,downgrade
0.779,71.7,61.9,2.29,0,1,0.819,59.9,0.128,8,maintain
0.427,15.0,123.3,4.16,13,6,0.36,15.4,-0.13,3,downgrade
0.94,85.8,51.4,2.15,1,2,0.861,92.8,0.094,7,upgrade
0.933,79.6,58.0,2.19,3,3,0.903,84.5,0.022,10,upgrade
0.371,36.3,99.8,3.46,9,4,0.438,43.1,-0.166,5,downgrade
0.27,42.3,145.1,3.59,14,8,0.245,46.6,-0.232,3,downgrade
0.814,87.1,57.6,1.48,1,3,0.905,94.4,-0.034,6,upgrade
0.838,84.2,50.1,1.76,1,2,0.755,93.4,0.162,8,upgrade
0.809,52.2,88.3,3.19,1,8,0.625,75.4,0.083,4,maintain
0.729,69.7,105.6,2.24,9,4,0.917,86.3,-0.306,5,maintain
0.692,62.4,77.7,2.34,5,1,0.703,63.9,-0.134,6,maintain
0.166,23.3,135.2,3.75,8,6,0.104,8.4,-0.057,1,downgrade
0.305,34.9,155.1,3.81,13,8,0.367,55.0,-0.228,4,downgrade
0.687,45,92.9,2.76,0,7,0.583,71.6,0.133,1,maintain
0.784,63.5,53.1,2.47,0,1,0.919,79.8,-0.271,4,maintain
0.92,68.9,86.2,2.46,4,6,0.826,56.5,0.091,6,maintain
0.496,23.1,111.3,3.31,6,3,0.592,27.1,0.066,4,downgrade
0.77,94.8,60.7,1.56,3,7,0.898,91.6,0.068,7,upgrade
0.889,81.3,84.5,2.46,3,5,0.934,80.1,0.095,4,upgrade
0.241,36.2,145.8,3.72,14,7,0.202,69.9,-0.122,3,downgrade
0.44,17.0,169.5,4.06,13,5,0.374,25.2,-0.225,1,downgrade
0.951,75.3,72.1,2.39,0,3,0.943,80.2,0.273,4,upgrade
0.867,81.7,100.5,2.52,0,6,0.895,91.7,0.315,6,upgrade
0.906,87.7,74.8,2.29,4,5,0.818,87.6,-0.024,8,upgrade
0.362,32.0,180,3.16,16,4,0.377,36.2,-0.105,8,downgrade
0.839,80.4,79.6,1.78,6,1,0.938,86.3,-0.046,3,upgrade
0.783,82.9,81.6,2.49,3,6,0.78,93.5,0.169,4,upgrade
0.5,72.9,126.1,2.61,8,8,0.694,49.8,-0.214,9,maintain
0.995,79.3,84.7,2.46,0,6,0.916,75.4,0.176,10,upgrade
0.915,78.4,71.4,2.51,0,2,0.896,81.2,0.048,6,upgrade
0.181,8.3,152.9,3.99,13,3,0.24,15.9,-0.137,1,downgrade
0.178,29.8,121.2,3.4,15,4,0.089,34.7,-0.145,4,downgrade
0.585,35.8,129.0,4.08,12,8,0.452,32.1,-0.159,8,downgrade
0.288,33.8,143.7,3.5,8,8,0.37,48.3,0.215,4,downgrade
0.836,78.0,92.2,2.56,2,7,0.831,91.5,0.173,5,upgrade
0.932,89.8,34.8,1.55,0,2,0.94,93.8,0.08,10,upgrade
0.331,20.9,154.3,3.85,9,6,0.332,24.6,-0.166,7,downgrade
0.901,77.8,90.4,2.34,3,1,0.903,93.3,-0.039,6,upgrade
0.751,73.5,104.2,2.59,5,6,0.889,78.0,-0.259,4,maintain
0.193,43.4,151.2,3.48,13,6,0.05,32.2,-0.014,6,downgrade
0.437,32.8,114.3,3.49,9,4,0.431,48.4,-0.328,6,downgrade
0.192,29.9,172.8,3.77,14,5,0.265,29.1,-0.176,2,downgrade
0.89,64.9,77.8,2.32,2,2,0.887,92.2,-0.251,6,maintain
0.157,36.7,159.7,3.55,7,7,0.05,33.0,0.061,1,downgrade
0.934,89.2,35.3,1.53,0,4,0.938,85.2,0.206,7,upgrade
0.687,81.2,76.7,2.22,6,7,0.541,57.8,-0.008,5,maintain
0.336,29.9,115.3,3.51,9,2,0.302,49.9,0.066,6,downgrade
0.275,52.2,82.0,2.45,9,4,0.319,47.3,-0.441,8,downgrade
0.92,50.9,84.4,3.32,2,7,0.791,74.6,0.129,8,maintain
0.873,87.9,88.7,2.2,1,4,0.864,74.6,0.128,10,upgrade
0.891,84.1,55.3,2.26,0,5,0.962,76.0,-0.005,6,upgrade
0.973,90.5,80.9,1.85,0,8,0.879,84.4,0.336,9,maintain
0.27,36.7,171.0,3.79,15,5,0.259,24.3,-0.131,5,downgrade
0.923,98.4,32.4,1.36,0,2,0.935,85.1,0.089,5,upgrade
0.354,39.9,150.6,3.23,14,8,0.214,58.0,0.095,5,downgrade
0.945,79.6,86.3,2.23,5,2,0.934,83.2,0.13,3,upgrade
0.864,81.1,76.3,2.01,2,6,0.909,83.8,0.059,9,upgrade
0.412,17.0,138.2,3.83,6,3,0.503,52.2,-0.182,5,downgrade
0.367,20.9,122.5,4.04,5,8,0.439,22.8,-0.195,7,downgrade
0.765,64.9,75.2,2.1,7,2,0.944,81.8,0.003,1,maintain
0.758,83.8,67.5,1.91,3,1,0.863,86.8,0.13,4,upgrade
0.5,62.9,96.5,2.65,6,5,0.606,50.1,-0.139,4,maintain
0.5,59.7,113.9,2.92,6,5,0.759,61.4,-0.023,1,maintain
0.572,58.6,118.2,2.99,6,4,0.601,60.4,0.072,8,maintain
0.91,90.3,48.3,1.73,0,4,0.763,90.7,0.112,5,upgrade
0.767,52.2,123.8,3.19,4,5,0.529,76.4,-0.033,1,maintain
0.519,23.6,123.7,3.48,8,3,0.656,34.4,-0.071,1,downgrade
0.995,79.4,62.4,1.83,3,5,0.901,95.2,0.022,8,upgrade
0.752,81.4,77.0,1.86,3,2,0.894,85.0,-0.36,4,maintain
0.755,75.3,94.6,2.63,6,3,0.727,45,0.052,1,maintain
0.987,80.0,93.4,2.47,2,6,0.846,82.8,0.066,9,upgrade
0.791,76.3,76.1,2.15,0,5,0.84,71.3,0.139,1,maintain
0.433,34.0,159.8,3.48,14,4,0.777,38.2,-0.236,2,downgrade
0.849,81.0,76.4,2.03,5,6,0.97,74.3,0.061,7,upgrade
0.976,89.5,64.9,2.1,2,5,0.98,86.5,0.064,7,upgrade
0.921,77.1,38.6,1.3,1,1,0.846,87.2,0.194,5,upgrade
0.658,66.2,114.2,2.6,16,7,0.84,73.2,-0.073,10,maintain
0.233,37.5,118.3,3.2,16,6,0.456,37.8,-0.455,2,downgrade
0.649,72.4,96.0,2.2,11,5,0.84,45,0.084,8,maintain
0.439,43.3,103.5,2.91,8,6,0.618,46.3,-0.294,4,downgrade
0.381,41.0,87.4,2.9,7,2,0.397,47.6,-0.01,2,downgrade
0.248,37.9,135.6,3.09,9,7,0.312,40.4,-0.444,5,downgrade
0.351,28.0,180,3.32,17,5,0.457,30.2,-0.084,5,downgrade
0.807,70.5,88.2,2.05,4,4,0.873,80.3,0.106,10,upgrade
0.743,72.6,70.5,1.87,2,6,1.0,91.3,0.046,5,upgrade
0.402,36.2,153.7,3.58,9,7,0.202,45.0,-0.176,8,downgrade
0.855,72.0,110.0,2.68,0,7,0.834,94.3,-0.087,3,upgrade
0.428,22.1,149.4,3.86,4,4,0.285,12.6,-0.05,4,downgrade
0.531,61.8,85.6,2.69,8,7,0.676,70.7,-0.052,6,maintain
0.782,79.5,61.1,2.07,4,4,0.964,92.1,-0.005,2,maintain
0.315,43.5,90.8,2.84,15,3,0.407,78,-0.246,1,downgrade
0.746,84.1,81.7,2.17,5,7,0.831,89.2,0.194,7,upgrade
0.216,53.5,107.8,2.71,8,2,0.3,44.3,-0.044,3,downgrade
0.895,80.7,79.0,1.93,3,4,0.856,87.9,0.183,5,upgrade
0.859,75.2,74.5,2.36,2,5,0.84,52.6,0.22,6,maintain
0.555,44.3,168.2,3.44,11,8,0.753,59.0,-0.229,7,downgrade
0.888,85.5,71.6,1.8,0,3,0.94,92.9,0.03,8,upgrade
0.191,18.0,162.7,3.79,20,8,0.071,25.9,-0.418,2,downgrade
0.452,28.1,156.5,3.41,12,7,0.568,41.8,-0.222,3,downgrade
0.96,84.9,54.9,1.87,0,3,0.979,91.2,-0.006,10,upgrade
0.612,53.7,111.4,2.63,7,3,0.699,70.5,-0.191,2,maintain
0.866,93.3,59.1,1.62,2,4,0.865,85.1,0.125,10,upgrade
0.165,40.0,145.9,3.4,20,6,0.176,38.7,-0.094,7,downgrade
0.448,27.3,108.5,3.51,5,4,0.403,40.8,0.039,5,downgrade
0.836,72.2,68.0,2.4,2,1,0.873,87.2,0.075,4,upgrade
0.881,73.2,90.6,2.44,6,6,0.829,83.0,0.283,10,upgrade
0.842,87.3,30.9,1.38,1,1,0.923,83.2,0.126,10,upgrade
0.796,56.2,97.2,2.93,4,4,0.798,63.2,0.082,9,maintain
0.5,72.1,135.5,2.65,9,8,0.527,79.9,-0.021,5,maintain
0.727,67.4,54.6,2.26,2,5,0.721,74.0,-0.124,8,maintain
0.419,34.6,103.6,3.56,7,4,0.398,56.4,-0.026,4,downgrade
0.362,24.1,140.1,3.8,7,8,0.403,36.1,0.001,6,downgrade
0.976,92.4,43.6,1.82,0,3,0.947,84.6,-0.085,9,upgrade
0.609,15.4,104.0,3.9,6,4,0.527,31.5,-0.011,2,downgrade
0.442,20.4,103.5,3.37,5,2,0.44,28.1,-0.345,5,downgrade
0.382,16.2,111.8,3.82,9,2,0.422,46.8,-0.343,8,downgrade
0.844,57.3,136.5,2.94,7,7,0.574,56.6,-0.017,8,maintain
0.908,82.0,55.0,2.38,0,5,0.894,84.1,0.139,6,upgrade
0.447,24.4,147.3,3.82,12,6,0.445,7.2,-0.023,7,downgrade
0.886,66.6,103.2,2.85,3,6,0.93,77.5,0.069,5,upgrade
0.778,88.4,75.7,1.94,5,2,0.886,85.7,0.179,4,upgrade
0.383,39.9,180,3.83,13,7,0.268,40.7,-0.211,6,downgrade
0.729,54.0,90.3,2.34,3,1,0.633,47.2,0.023,1,maintain
0.828,47.3,125.5,3.03,2,5,0.777,66.6,-0.228,3,maintain
0.757,78.9,67.4,1.87,6,5,0.964,87.6,-0.073,2,maintain
0.98,91.9,28.3,0.97,0,1,0.968,69.4,0.143,6,upgrade
0.919,83.2,41.3,1.72,2,1,0.896,82.7,0.011,3,upgrade
0.798,59.6,110.4,3.19,5,8,0.838,73.3,0.099,3,maintain
0.965,67.9,66.4,2.08,5,2,0.833,90.3,0.224,10,upgrade
0.95,83.7,65.9,1.72,2,1,0.912,87.0,-0.025,6,upgrade
0.218,32.9,163.9,3.65,16,4,0.153,58.9,-0.27,7,downgrade
0.371,26.4,130.4,3.53,13,4,0.337,28.9,0.25,2,downgrade
0.538,48.7,94.0,3.51,5,7,0.534,55.3,0.107,4,maintain
0.799,76.3,75.9,1.99,3,3,0.686,74.2,0.089,9,maintain
0.888,95.3,68.6,1.79,4,3,0.892,82.0,-0.044,3,upgrade
0.529,28.0,130.9,3.71,5,8,0.525,36.5,-0.078,3,downgrade
0.43,47.1,137.2,3.52,11,8,0.42,27.4,0.102,2,downgrade
0.369,11.9,97.1,3.47,8,4,0.281,22.0,-0.127,2,downgrade
0.327,36.4,143.8,3.05,17,3,0.476,52.0,-0.106,4,downgrade
0.795,54.5,109.6,2.75,1,8,0.84,68.4,-0.071,8,maintain
0.937,93.4,82.2,2.17,0,5,0.856,91.9,0.011,5,upgrade
0.786,77.7,57.5,1.88,2,2,0.915,65,0.043,8,upgrade
0.889,72.9,69.6,2.27,2,4,0.897,92.4,-0.007,7,upgrade
0.65,70.0,76.1,2.11,6,4,0.599,71.1,0.006,4,maintain
0.753,70.3,75.1,2.14,3,6,0.946,80.6,-0.04,2,maintain
0.566,60.8,86.6,2.12,6,2,0.736,67.4,0.263,1,maintain
0.177,44.3,115.4,2.81,14,2,0.152,49.0,0.061,2,downgrade
0.778,88.6,78.9,2.22,2,3,0.785,90.2,0.078,8,upgrade
0.908,78.5,55.1,1.6,0,1,0.95,87.7,0.173,1,maintain
0.173,29.5,147.3,3.61,7,7,0.261,46.7,-0.208,1,downgrade
0.672,75.0,107.9,2.52,3,4,0.675,45,-0.009,2,maintain
0.467,22.5,180,3.65,13,4,0.638,16.1,-0.271,2,downgrade
0.375,18.2,140.5,4.13,11,6,0.393,22.6,-0.269,5,downgrade
0.36,51.0,102.4,2.7,14,2,0.18,73.5,-0.181,8,downgrade
0.5,58.8,130.5,2.81,10,6,0.765,67.5,0.001,5,maintain
0.372,25.4,110.1,3.21,12,2,0.289,20.0,0.032,5,downgrade
0.522,12.1,125.0,4.27,9,3,0.678,17.6,-0.071,7,downgrade
0.912,82.6,61.9,1.61,3,2,0.88,85.4,0.125,8,upgrade
0.735,63.0,79.7,3.15,4,8,0.84,74.3,-0.299,6,maintain
0.789,50.2,118.4,2.92,5,7,0.534,68.6,0.041,2,maintain
0.897,68.4,93.7,2.63,4,7,0.879,78.9,0.016,1,maintain
0.823,45,97.5,3.28,3,5,0.707,79.9,0.06,1,maintain
0.882,89.1,60.6,2.11,2,3,0.803,91.1,0.022,7,upgrade
0.289,15.6,115.6,4.1,9,4,0.358,15.3,-0.069,5,downgrade
0.962,85.1,53.6,1.62,0,1,0.995,81.9,-0.089,5,upgrade
0.294,11.5,136.9,3.65,12,5,0.335,5,-0.134,4,downgrade
0.839,87.9,72.6,1.76,3,3,0.905,93.9,-0.09,6,upgrade
0.867,95.9,70.0,1.69,3,3,0.875,81.4,0.174,6,upgrade
0.988,76.9,80.0,2.29,2,4,0.928,71.5,0.169,5,upgrade
0.945,87.8,44.0,1.64,0,1,0.891,84.5,-0.036,4,upgrade
0.955,91.4,71.4,2.05,0,4,0.75,96.8,0.232,5,upgrade
0.852,53.8,94.5,2.9,0,1,0.555,56.4,0.074,1,maintain
0.869,73.2,91.5,2.22,4,3,0.971,81.0,0.015,4,upgrade
0.334,55.2,113.9,2.7,11,8,0.344,71.9,-0.124,3,downgrade
0.528,23.2,145.4,3.79,7,5,0.765,27.3,-0.198,4,downgrade
0.268,33.6,110.2,3.36,8,2,0.233,16.9,-0.136,1,downgrade
0.722,68.7,91.2,2.5,1,3,0.84,75.7,-0.091,4,maintain
0.92,74.7,101.2,2.52,0,6,0.875,91.4,0.13,2,maintain
0.784,89.4,48.3,1.39,3,1,0.97,92.8,-0.079,8,upgrade
0.901,90.7,24.0,1.19,0,1,0.914,90.3,0.078,5,upgrade
0.884,86.7,40.2,1.52,3,1,0.901,90.8,-0.015,10,upgrade
0.339,35.8,108.5,3.34,12,6,0.521,42.2,0.211,3,downgrade
0.526,27.4,140.4,3.81,4,6,0.557,34.6,-0.059,2,downgrade
0.977,87.2,46.3,1.88,0,2,0.954,78.8,-0.002,8,upgrade
0.906,75.5,46.7,1.85,1,1,0.968,90.2,-0.085,4,upgrade
0.916,86.4,80.8,2.12,0,6,0.771,90.8,-0.084,3,upgrade
0.887,86.8,46.5,1.83,1,1,0.792,83.4,0.282,5,upgrade
0.963,82.8,47.1,1.62,0,2,0.896,85.1,0.184,7,upgrade
0.846,87.6,72.4,2.07,4,3,0.959,85.5,0.224,10,upgrade
0.344,36.4,167.0,3.48,9,5,0.365,33.2,-0.216,8,downgrade
0.875,74.6,76.8,2.06,1,1,0.774,85.5,0.091,7,upgrade
0.755,71.5,66.4,2.67,3,3,0.828,78.9,0.102,10,maintain
0.396,29.1,137.8,3.53,15,6,0.369,23.0,-0.25,6,downgrade
0.256,25.5,145.3,3.44,14,4,0.369,37.9,-0.171,7,downgrade
0.239,41.5,133.6,3.13,7,8,0.426,62.0,-0.204,8,downgrade
0.269,20.8,136.5,4.01,11,8,0.488,28.5,-0.2,2,downgrade
0.966,77.1,62.4,2.27,2,4,0.842,91.3,0.125,8,upgrade
0.307,35.4,135.5,3.13,8,5,0.494,31.0,0.099,1,downgrade
0.832,72.2,73.4,2.39,3,7,0.456,75.9,-0.037,10,maintain
0.374,49.4,131.3,3.39,8,5,0.469,48.2,-0.128,6,downgrade
0.888,92.0,80.3,1.9,1,5,0.871,91.1,0.146,9,upgrade
0.327,26.1,97.1,3.59,7,7,0.429,30.5,-0.17,4,downgrade
0.863,83.4,64.7,1.75,3,2,0.877,84.1,0.182,4,upgrade
0.934,82.9,61.8,2.07,2,3,0.866,88.5,-0.09,10,upgrade
0.514,68.6,95.9,2.4,6,4,0.701,70.3,-0.042,8,maintain
0.472,11.1,148.1,3.83,9,2,0.691,5,0.115,5,downgrade
0.177,39.9,161.6,2.91,19,2,0.191,34.9,-0.04,5,downgrade
0.336,47.4,143.4,2.86,10,5,0.338,59.8,-0.143,6,downgrade
0.847,58.6,107.9,3.12,4,5,0.84,60.1,0.268,5,maintain
0.826,89.5,42.1,1.02,1,2,0.911,71.3,0.118,7,upgrade
0.806,75.7,86.5,2.17,6,7,0.595,63.0,-0.03,2,maintain
0.597,63.0,103.7,2.88,4,5,0.565,67.7,0.049,6,maintain
0.885,78.6,78.7,2.11,1,3,0.9,86.7,0.152,10,upgrade
0.724,85.7,65.8,2.11,5,6,0.949,92.2,0.251,1,maintain
0.256,34.5,144.1,3.56,14,8,0.357,26.1,-0.048,4,downgrade
0.343,36.4,143.7,3.27,14,6,0.416,49.5,-0.067,5,downgrade
0.776,71.6,68.1,2.56,1,6,0.828,84.5,0.005,9,upgrade
0.954,81.3,80.9,2.06,2,5,0.842,91.5,-0.002,6,upgrade
0.864,74.1,67.0,2.07,1,1,0.935,77.0,-0.02,9,upgrade
0.415,43.5,106.3,2.76,6,6,0.459,56.5,-0.051,3,downgrade
0.429,11.0,162.8,4.09,11,7,0.594,11.4,-0.0,5,downgrade
